timestamp,open,high,low,close,volume
2024-01-02T14:35:00-05:00,100.20,100.45,100.05,100.25,100061
2024-01-02T14:40:00-05:00,100.25,100.50,100.10,100.30,100062
2024-01-02T14:45:00-05:00,100.30,100.55,100.15,100.35,100063
2024-01-02T14:50:00-05:00,100.35,100.60,100.20,100.40,100064
2024-01-02T14:55:00-05:00,100.15,100.40,100.00,100.20,100065
2024-01-02T15:00:00-05:00,100.20,100.45,100.05,100.25,100066
2024-01-02T15:05:00-05:00,100.25,100.50,100.10,100.30,100067
2024-01-02T15:10:00-05:00,100.30,100.55,100.15,100.35,100068
2024-01-02T15:15:00-05:00,100.35,100.60,100.20,100.40,100069
2024-01-02T15:20:00-05:00,100.15,100.40,100.00,100.20,100070
2024-01-02T15:25:00-05:00,100.20,100.45,100.05,100.25,100071
2024-01-02T15:30:00-05:00,100.25,100.50,100.10,100.30,100072
2024-01-02T15:35:00-05:00,100.30,100.55,100.15,100.35,100073
2024-01-02T15:40:00-05:00,100.35,100.60,100.20,100.40,100074
2024-01-02T15:45:00-05:00,100.15,100.40,100.00,100.20,100075
2024-01-02T15:50:00-05:00,100.20,100.45,100.05,100.25,100076
2024-01-02T15:55:00-05:00,100.25,100.50,100.10,100.30,100077
2024-01-03T09:30:00-05:00,101.95,102.30,101.70,102.00,100000
2024-01-03T09:35:00-05:00,102.05,102.40,101.80,102.10,100001
2024-01-03T09:40:00-05:00,101.95,103.00,101.70,102.00,100002
2024-01-03T09:45:00-05:00,102.05,102.40,101.00,102.10,100003
2024-01-03T09:50:00-05:00,101.95,102.30,101.70,102.00,100004
2024-01-03T09:55:00-05:00,102.05,102.40,101.80,102.10,100005
2024-01-03T10:00:00-05:00,103.45,103.80,103.20,103.50,100006
2024-01-03T10:05:00-05:00,103.25,103.50,103.10,103.30,100007
2024-01-03T10:10:00-05:00,103.30,103.55,103.15,103.35,100008
2024-01-03T10:15:00-05:00,103.35,103.60,103.20,103.40,100009
2024-01-03T10:20:00-05:00,103.15,103.40,103.00,103.20,100010
2024-01-03T10:25:00-05:00,103.20,103.45,103.05,103.25,100011
2024-01-03T10:30:00-05:00,103.25,103.50,103.10,103.30,100012
2024-01-03T10:35:00-05:00,103.30,103.55,103.15,103.35,100013
2024-01-03T10:40:00-05:00,103.35,103.60,103.20,103.40,100014
2024-01-03T10:45:00-05:00,103.15,103.40,103.00,103.20,100015
2024-01-03T10:50:00-05:00,103.20,103.45,103.05,103.25,100016
2024-01-03T10:55:00-05:00,103.25,103.50,103.10,103.30,100017
2024-01-03T11:00:00-05:00,103.30,103.55,103.15,103.35,100018
2024-01-03T11:05:00-05:00,103.35,103.60,103.20,103.40,100019
2024-01-03T11:10:00-05:00,103.15,103.40,103.00,103.20,100020
2024-01-03T11:15:00-05:00,103.20,103.45,103.05,103.25,100021
2024-01-03T11:20:00-05:00,103.25,103.50,103.10,103.30,100022
2024-01-03T11:25:00-05:00,103.30,103.55,103.15,103.35,100023
2024-01-03T11:30:00-05:00,103.35,103.60,103.20,103.40,100024
2024-01-03T11:35:00-05:00,103.15,103.40,103.00,103.20,100025
2024-01-03T11:40:00-05:00,103.20,103.45,103.05,103.25,100026
2024-01-03T11:45:00-05:00,103.25,103.50,103.10,103.30,100027
2024-01-03T11:50:00-05:00,103.30,103.55,103.15,103.35,100028
2024-01-03T11:55:00-05:00,103.35,103.60,103.20,103.40,100029
2024-01-03T12:00:00-05:00,103.15,103.40,103.00,103.20,100030
2024-01-03T12:05:00-05:00,103.20,103.45,103.05,103.25,100031
2024-01-03T12:10:00-05:00,103.25,103.50,103.10,103.30,100032
2024-01-03T12:15:00-05:00,103.30,103.55,103.15,103.35,100033
2024-01-03T12:20:00-05:00,103.35,103.60,103.20,103.40,100034
2024-01-03T12:25:00-05:00,103.15,103.40,103.00,103.20,100035
2024-01-03T12:30:00-05:00,103.20,103.45,103.05,103.25,100036
2024-01-03T12:35:00-05:00,103.25,103.50,103.10,103.30,100037
2024-01-03T12:40:00-05:00,103.30,103.55,103.15,103.35,100038
2024-01-03T12:45:00-05:00,103.35,103.60,103.20,103.40,100039
2024-01-03T12:50:00-05:00,103.15,103.40,103.00,103.20,100040
2024-01-03T12:55:00-05:00,103.20,103.45,103.05,103.25,100041
2024-01-03T13:00:00-05:00,103.25,103.50,103.10,103.30,100042
2024-01-03T13:05:00-05:00,103.30,103.55,103.15,103.35,100043
2024-01-03T13:10:00-05:00,103.35,103.60,103.20,103.40,100044
2024-01-03T13:15:00-05:00,103.15,103.40,103.00,103.20,100045
2024-01-03T13:20:00-05:00,103.20,103.45,103.05,103.25,100046
2024-01-03T13:25:00-05:00,103.25,103.50,103.10,103.30,100047
2024-01-03T13:30:00-05:00,103.30,103.55,103.15,103.35,100048
2024-01-03T13:35:00-05:00,103.35,103.60,103.20,103.40,100049
2024-01-03T13:40:00-05:00,103.15,103.40,103.00,103.20,100050
2024-01-03T13:45:00-05:00,103.20,103.45,103.05,103.25,100051
2024-01-03T13:50:00-05:00,103.25,103.50,103.10,103.30,100052
2024-01-03T13:55:00-05:00,103.30,103.55,103.15,103.35,100053
2024-01-03T14:00:00-05:00,103.35,103.60,103.20,103.40,100054
2024-01-03T14:05:00-05:00,103.15,103.40,103.00,103.20,100055
2024-01-03T14:10:00-05:00,103.20,103.45,103.05,103.25,100056
2024-01-03T14:15:00-05:00,103.25,103.50,103.10,103.30,100057
2024-01-03T14:20:00-05:00,103.30,103.55,103.15,103.35,100058
2024-01-03T14:25:00-05:00,103.35,103.60,103.20,103.40,100059
2024-01-03T14:30:00-05:00,103.15,103.40,103.00,103.20,100060
2024-01-03T14:35:00-05:00,103.20,103.45,103.05,103.25,100061
2024-01-03T14:40:00-05:00,103.25,103.50,103.10,103.30,100062
2024-01-03T14:45:00-05:00,103.30,103.55,103.15,103.35,100063
2024-01-03T14:50:00-05:00,103.35,103.60,103.20,103.40,100064
2024-01-03T14:55:00-05:00,103.15,103.40,103.00,103.20,100065
2024-01-03T15:00:00-05:00,103.20,103.45,103.05,103.25,100066
2024-01-03T15:05:00-05:00,103.25,103.50,103.10,103.30,100067
2024-01-03T15:10:00-05:00,103.30,103.55,103.15,103.35,100068
2024-01-03T15:15:00-05:00,103.35,103.60,103.20,103.40,100069
2024-01-03T15:20:00-05:00,103.15,103.40,103.00,103.20,100070
2024-01-03T15:25:00-05:00,103.20,103.45,103.05,103.25,100071
2024-01-03T15:30:00-05:00,103.25,103.50,103.10,103.30,100072
2024-01-03T15:35:00-05:00,103.30,103.55,103.15,103.35,100073
2024-01-03T15:40:00-05:00,103.35,103.60,103.20,103.40,100074
2024-01-03T15:45:00-05:00,103.15,103.40,103.00,103.20,100075
2024-01-03T15:50:00-05:00,103.20,103.45,103.05,103.25,100076
2024-01-03T15:55:00-05:00,104.15,104.40,104.00,104.20,100077
